userName,score,at,content,Label
Rizki Erman,1,2023-05-13 04:26:33,Quest sulit bagi pemula,Negatif
wawan ajah,4,2023-04-15 13:51:25,Kira2 untuk ram hp supaya bisa main harus brp gb ya?,Positif
efi tia,5,2023-04-18 06:14:22,Game bagusss Terima kasih yang udh bikin game ini seruu 😆☺🙏🏻,Positif
IO-896,1,2023-04-12 08:12:14,"Stuc, sub ngaco, parah dalam pemakaian baterai",Negatif
Sy'Qyu,5,2023-04-06 05:32:00,Sangat keren dan bagus saya suka game nya pertama kali rilis udah bagus aja ini game,Positif
Joana Joana,5,2023-04-16 07:40:50,Game bagus wajib download dan rating 5+,Positif
Nova Liani,1,2023-04-15 08:50:19,Game nya jelek banget agak bagus sin coba,Negatif
FRIMADAIKE,5,2023-05-13 13:38:40,Gameny sih bagus banget dan juga menyenangkan,Positif
AZN Hsb,3,2023-04-17 04:50:40,"main di pc gak ada suara, kenapa?",
Bayu Eko Firmansah,1,2023-04-11 17:13:17,"Males banget habisin kuota, udah aku download 3 kali tetep ga ter instal",Negatif
Ridwan Suardi,1,2023-04-07 15:31:21,Katanya bisa di perangkat ku tapi datanya gede melebihi kapasitas hp ku 😂🗿 php ini game,Negatif
Arlia official,1,2023-04-13 01:50:44,Terlalu penyimpanannya terlalu besar😭😭😭😭😭😭😭😭😭😭😭🥳😭😭😭😭😭😭😭😭😭😭😭🥳😭😭😭😭😭🥳🥳🥳🥳🥳🥳🥳🥳🥳😭😭😭,Negatif
Fandi Orianto,1,2023-04-11 16:48:47,Game mmorpg yang banyak server.. sangat tidak recomend....,Negatif
Ali Andi,5,2023-04-05 16:24:24,Masih tahap pencobaan.. semoga gada bug nya,Positif
Ayi Supardi,5,2023-05-03 11:08:02,Geme ini sangat bagus dan orang nya sangat kawai saya kasih bintang 5,Positif
fondal alfond,4,2023-04-24 14:06:24,Sudah lebih baik dari yg sebelumnya. Pet nya juga lebih menarik.,Positif
Agung Irwanto,1,2023-04-22 16:46:47,Game ga jelas banyak bug,Negatif
Yaser Yaser yasa,5,2023-05-28 00:40:10,Makasih atas pembuatan game nya saya ragu karna roblox gak bisa di mainin di Kouta gratis,Positif
Alice Beauty Pets,4,2023-04-07 01:11:57,"SARAN YG MAU DOWNLOAD JAGN DARI SINI GAGAL INSTAL BUANG QUOTA, MENDING LANGSUNG KE WEBSITE NYA AJA FILE APK .",Positif
Mike Hiwata,4,2023-04-09 06:10:14,Kok lag yah instal nya ga bsa tolong bntu dong.?,Positif
Februantoro Mangara Tua,5,2023-04-17 06:13:02,"Servernya Ampe 200, semoga cepat tutup",Positif
Yudi Tio restu,2,2023-05-25 08:52:47,Parah banget ngelag nya jaringan dah bagus padahal,Negatif
Hans Gaming,1,2023-04-07 18:04:47,Knp dah gk bisa di download padahal yg Ragnarok next generation bisa gw kasi bintang 1 karena gk bisa di download,Negatif
First Attis,3,2023-04-07 08:10:47,Game nya sering lag,
Jess Skater,5,2023-04-24 02:38:01,Gamenya hanya sedikit saya suka tetapi kek mirip genshin ya hehe,Positif
Bachtiar AjiB.,5,2023-04-12 12:48:09,Baguuuus banget game nya Sampek Sampek gk bisa di install,Positif
Play To Win,5,2023-05-03 02:10:21,Game legend nostalgia buat kaum 90an,Positif
Julien Ferguso,1,2023-04-07 17:02:39,"Game berat, baru early aja udh gini",Negatif
Willz Wayne,1,2023-04-13 05:36:01,"Game P2W titik.. kaku, camera 3d lemot",Negatif
Sekai Gaming,1,2023-07-26 11:03:25,Sangat susah cari party hell untuk bantu berkembang,Negatif
Askiatul Humaira,5,2023-04-23 18:32:03,Game nya sangat baik Dan seru saya kasih bintang 5 pokok nya top deh,Positif
Andre Panca,1,2023-04-17 17:18:00,Tidak bisa diinstall di black shark 4,Negatif
Charolin Natasya,5,2023-09-05 13:25:56,"Wah game ini bagus banget mainya tembak"" gitu kaya ml 😉",Positif
Alexanderwijaya 2013,5,2023-04-17 16:23:59,Game yang menarik,Positif
Ahmad Qoirul Andika,1,2023-04-07 13:28:05,Iklan nya menggagu,Negatif
Yosia Marbun,4,2023-06-21 16:51:47,Enak untuk isi waktu,Positif
roy valent,5,2023-05-24 14:08:03,Game nya oke punya,Positif
Borneo Jaya Gorden,1,2023-04-07 18:00:41,"terlalu banyak server,,,padahal baru beberapa hari aja... hadeeeeuh",Negatif
MB. Channel,4,2023-04-08 22:14:54,Sistem server nya jadiin server bersama... Jgn tiap server beda character..,Positif
ARSIL Zikriirawan,2,2023-04-08 12:53:25,Tolong di perbaiki game nya,Negatif
benny alone,5,2023-06-12 14:53:15,Gamenya bagus,Positif
Maxend Arselino,5,2023-04-11 19:06:28,Sangat menyenangkan,Positif
Momocan Karin,1,2023-04-25 03:36:01,Game jelek terus sinyal suka putus2,Negatif
Japanese Beam,5,2023-05-06 14:58:14,Game yang bagus,Positif
Gajah Disco,5,2023-04-07 22:52:45,"game yang aku suka dari jaman RO pertama ,game menyenangkan dan banyak teman",Positif
Muhammad Ikhsan,5,2023-05-15 06:20:37,menarik untuk dimmainkan,Positif
taufiq qurahman,4,2023-04-14 08:58:42,lumayun lah tapi kok lag anjir kalau penyimpanan udh banyak njir,Positif
Rafi indra maulana,5,2023-04-09 04:50:07,Game nya bagus,Positif
OcKyy Edtz,5,2023-04-05 16:13:31,"Wihh udah bisa download, semoga aja bagus seperti yang saya harapkan 😁",Positif
ipel Jr,5,2023-04-05 20:22:37,Game nya sangat bagus dan tidak buriq kayak fri fayer,Positif
Aperson Telaumbanua,1,2023-06-14 10:16:01,Game nya gak bagus saat mau donwlon lama sekali yang penting jangan donwlon den,Negatif
Nuzul,3,2023-04-07 07:08:26,Kena gamenya dah 3 kali didownload masih aja gagal?,
Eka putra pratama Eka,2,2023-08-07 08:59:02,We kasih dua dulu karna baru dowload kalau bisa di mainin kasih lima bintang,Negatif
RAFAEL RAMADHAN,5,2023-04-05 19:59:09,Semoga game play nya bagus yaa kita lihat saja nanti,Positif
Lufian,5,2023-04-10 01:14:35,Game nya bagus,Positif
Syamsul Fajr,5,2023-04-06 15:50:39,Gamenya bagus 👍,Positif
Yayan Sopiyan,5,2023-04-12 22:37:58,Wah game nya Agus sekali,Positif
Fedy Juniansyah,5,2023-04-23 03:04:13,Game yang menarik,Positif
adyan,1,2023-04-14 09:25:01,"Ada player yang bawa mvp kespot farm filldora dia mau nguasain tempat itu dengan cara menggiring mvpnya, udh report ke cs malah disuruh block aja padahal lebih bagus orang kaya gitu kena punishmentnya diban sehari",Negatif
Beni adi Firmansyah,1,2023-04-18 13:19:29,Gw udah dowload 10x udah mengistal malah ulang lagi dari 0,Negatif
BTR Win,5,2023-04-05 22:50:02,Akhirnya rilis juga game kesukaan gua ini yg gua tunggu²🥰,Positif
Nurmuhsina Ina,5,2023-04-21 05:59:29,Game nya ini penuh pertualangan jadi kayak seru gitu... Download sekarang game ini,Positif
Novianto B Prasetya,5,2023-04-09 09:42:48,Game yg bagus sekali 🤩😍👍,Positif
feilip andrea,5,2023-04-27 09:26:04,Game nya seru grapis nya bagus mantap,Positif
Darwin Goh,5,2023-05-06 13:17:14,Seru n keren kadang juga saya masih binggung quest nya haha..,Positif
AOXUE GAMING,2,2023-04-08 09:02:26,gak bisa d instal game nya? apakah gak cocok buat hp ram 2an,Negatif
Ahmad Subki,1,2023-04-07 22:03:39,Cuma bisa pkek wifi,Negatif
Jhulak Pulau Laut,5,2023-04-27 00:59:28,"kembali kemasa lalu, RO penuh kenangan",Positif
Muhammad Ihsan Idris,5,2023-04-27 04:37:15,Bagus di tunggu job 2-2nya,Positif
Krisna Dwi,5,2023-04-13 07:20:29,bagus untuk f2p,Positif
Aldebaren Wilar,5,2023-04-10 14:41:21,Seru dan menarik,Positif
Korban Yt2,5,2023-04-22 02:27:08,Perbnyk reward buat semnggat lg,Positif
Kazuki Hoshino,5,2023-04-06 12:07:34,Game nya kayak ya bagus maupun baru download aku kasih bintang 5,Positif
azhar ari,5,2023-04-15 21:38:07,gamenya bagus,Positif
Hendrawan Dwi Muhammad,5,2023-04-05 17:27:05,Bagus grafik rata kanan,Positif
Arvi Lubis,5,2023-05-20 04:47:51,"Mantap,maju terus",Positif
Riky Liem,5,2023-05-05 14:45:08,Game paling keren 2023,Positif
hansen candra,5,2023-04-29 22:56:55,Sukak sekali game ini,Positif
Athaya Billal Ryzky,5,2023-04-13 20:50:50,Awalnya coba2 eh dirasa enak. Lah kok jadi keterusan.,Positif
Bee 13,2,2023-08-20 03:44:50,GAMENYA BAGUS! Kekurangannya cuman bikin orang jadi nolep aja,Negatif
Muchsin 26,3,2023-07-13 13:39:22,Basus sih tapi loading nya lama,
Wahyu Ade,5,2023-04-07 13:03:35,Siapa sih yg gk suka RO.. 😍😍,Positif
Yusril Mahendra,5,2023-04-06 02:25:16,Untuk saat ini mantap,Positif
Muhammad Faris Abdillah,5,2023-08-02 04:09:25,Seru sih buat yang mau nostalgia sama Ragnarok yang tahun 2000 an dulu,Positif
ady whyn arga,5,2023-05-18 15:08:04,Tolong drop card y di permudah masak cuma drop 1x dpat itu pun muka card gx guna jangan badut x,Positif
Muhammad Nadhif Amjadussidqi,4,2023-04-06 23:30:42,Masih ada bug,Positif
Rendi Mahpudin,5,2023-04-14 07:46:27,Seru nggak gabut banyak misi,Positif
Ziro Gaming,4,2023-04-21 13:02:59,Gede juga ya download data packnya,Positif
Robi Irawan,5,2023-04-29 14:19:19,bagus dan seru,Positif
Dhamar Kristi,5,2023-04-24 04:05:06,"gamenya ramah, gak kayak game sebelah",Positif
no free,5,2023-06-30 07:26:45,gamenya bagus,Positif
Hafidh Faturrahman,3,2023-04-07 14:00:45,Ada Bug di Story yang awal yang bikin stuck,
Hariyanto Ari,1,2023-04-07 01:22:30,Kebanyakan bug sumpah puasa2 bikin dartingg,Negatif
Bagas Septia sakti,1,2023-04-14 15:52:21,Kenapa pas saya mau masuk server g bisa ya tlong di bnr kan lgi ya min,Negatif
Bagus Aditya Putra,4,2023-05-01 02:16:05,Game jadul yang seru,Positif
Farizi Aji,5,2023-04-10 12:36:21,Game yg ku tunggu akhirnya seru loh,Positif
Billy Budihardja,3,2023-04-17 13:11:54,Lumayan bagus..susah cari party elite aja ribet,
Putu Purnamayasa,5,2023-04-07 14:09:58,Masih ada bug,Positif
Muh AL-FARISI,5,2023-07-07 03:39:07,Gamenya keren,Positif
Syafa Aulia zahra,1,2023-05-28 01:14:58,Lama anjg menginstal nya padahal jaringan udah gede,Negatif
Fitrah Rohman,1,2023-06-30 00:34:57,Bisa di download di play store ya ga sih,Negatif
Wahyu Sauring,5,2023-04-05 19:57:17,Bagus banget kusuka cuma agak ngelag aja gamenya,Positif
fajar utama jaya,3,2023-08-07 15:02:50,Pensi dini. Banyak bug. Sepi pemain. Solo player f2p merana 100%,
Ratna Cipaku,5,2023-04-25 07:23:49,"Game nya sangat seru, buruan download 🔥",Positif
Hanzz Aja,2,2023-04-06 00:22:18,Knp ak ga bisa download padahal udh 100%,Negatif
Arvin Pingwin,5,2023-04-21 04:40:11,Gamenya keren,Positif
Assyifa Maharani,5,2023-04-16 06:54:11,Game yang bagus,Positif
Saputra Ahmad,1,2023-09-04 10:43:05,Game kont0* ya adik adik,Negatif
Kristian Samudra,5,2023-04-09 03:23:52,Bagus storyline nya,Positif
Nanda Nan Barasaki,1,2023-08-30 05:46:48,masak ya update download ulang2 terus,Negatif
GUBUK DERITA,5,2023-08-22 02:45:35,bismillah kostum langka,Positif
Akhtar Rizqy Ramadhan,1,2023-08-19 23:09:27,Ngga bisa masuk,Negatif
Munir Juan,1,2023-04-08 04:51:06,"Game tolol, banyak erorr nya",Negatif
Buzuran Buzur,5,2023-05-01 12:19:21,Game nya bagus banget aku suka banget sama game nya,Positif
Hiro Desu,5,2023-04-05 16:18:49,Saya SaranKan Main Game Ini Untuk Menghilangkan Bosan:) 👍,Positif
Yudi Prasetyo,1,2023-07-10 04:50:08,Banyak bug nya game p2w game taik,Negatif
ze Napitupulu,1,2023-04-13 05:31:10,Terlalu nolep skip,Negatif
Galung Aja Gaming,1,2023-06-27 12:39:09,Game yang P2W banget.. Semakin hari semakin menjadi-jadi..,Negatif
Reza Firnanda ktp,5,2023-04-07 10:24:21,Mantap game nya sangat memuaskan😁,Positif
dicky kresnadi rahmanto,5,2023-04-27 05:36:26,"NYAN BERRY SAYA HILANG TIBA-TIBA. dari 4090 tinggal 990. Tolong dikembalikan! Atau saya laporkan ke Polisi, terima kasih. Bisa hubungi saya via email, nanti saya berikan nomor hp saya. Tolong admin hubungi saya, terima kasih",Positif
Walther herman Enda sakti,5,2023-06-06 05:16:07,Gamenya bagus,Positif
Muh Al Fatih Pradipta,1,2023-04-07 07:59:07,GAME SAMPA Tidak suka sama game ini gara-gara ini gara-gara ini ini adalah ampas Hhhhhhhhhh,Negatif
VanCyfox Channel,5,2023-05-26 10:18:14,Min knp tiba2 Ga bisa di buka di Vivo t1,Positif
Rahmat Hafis,5,2023-04-06 12:54:08,Menurt saya game ini suguh bagus grafik nya,Positif
Nico Santoso,2,2023-06-16 00:06:50,Kebiasaan developer ini cuma mikir duit... game msih byk bug dipaksa rilis,Negatif
gading dwi aji,5,2023-08-29 06:03:19,"Menyenangkan, bernostalgia jaman sekolah...",Positif
Ibnu Harun,1,2023-05-26 20:20:39,"beda sama ragnarok x lebih manusiawi , cs terlalu slow respon laporan bisa d tinggal , sampe ngelapor berkali""",Negatif
Rin Rachie,1,2023-04-25 09:23:18,Maaf kasih bintang 1 dulu baru mau download soalnya kalau memuaskan tak tambahin bintangnya,Negatif
Dika Seva,5,2023-04-22 00:18:24,Gem ini sangat bagus bagi orang yang suka gem survival,Positif
Dhany Suryawan,1,2023-04-07 05:57:51,SERVERNYA KOQ BERANAK PINAK,Negatif
Muhammad Ridwaan,5,2023-04-30 05:55:29,Gamenya keren,Positif
Farel Jr,5,2023-04-06 02:24:57,Meskipun blm di mainin ga ada salahnya kan di beri bintang 5,Positif
Muhammad Anuraga,1,2023-07-05 04:57:32,"Syarat Hellheim tidak ramah player baru atau cp kecil, logika nya gmn ?",Negatif
Drajat Kamandhoko,5,2023-04-19 13:39:22,Saya suka game ini,Positif
Kurnia Felle,5,2023-05-02 08:50:43,Menarik gamenya,Positif
Elya Vera,3,2023-05-13 13:11:54,Kenapa gak bisa di install padahal tinggal masang,
Exynos Rzx,5,2023-04-11 13:57:32,Sudah kuhapus lagi gamenya setelah download tapi ku kasih rating B5 biar seneng...,Positif
Edward Kim,5,2023-04-10 03:59:04,Sangat Bagus Sekali,Positif
Amora Calysta mahraini,5,2023-07-08 03:22:40,Game ini sangat mengasikkan disini aku merasa berada di dunia ini secara nyata 👌👌👌👌👌👌👍👍👍👍👍👍👍 100\10 jempol 👍,Positif
Andri Ms,5,2023-04-25 23:24:01,Cukup menyenangkan,Positif
FaBulous Lab,1,2023-04-27 07:26:28,"gagal download terus, kenapa ya?",Negatif
Angga Balikpapan,5,2023-05-11 12:43:24,Semua keluhan dari pelayer lain saya rasakan game banyak bug,Positif
Mela Lani,1,2023-04-06 05:37:33,Gak bisa masuk.... Kacau,Negatif
Santerrel Hulu,4,2023-04-11 13:46:19,Mengenang zaman old,Positif
Iwan Yahya,5,2023-04-08 14:29:14,Instal karena iklan dri miawaug,Positif
may hendra,5,2023-04-18 11:10:03,game ap ini cuk,Positif
Rizky Juniartha,5,2023-04-09 11:26:54,Masih aman untuk F2P,Positif
Luki Uwung,5,2023-04-26 06:30:54,sagat bagus dan baik di main kan,Positif
Yuka Alfarizqi,4,2023-04-12 23:07:24,"Game nya bagus, tapi harus nunggu lama",Positif
Nami Nur,2,2023-04-10 13:03:43,"Respon tidak normal mulu gak bisa D mainkan,itu maksudnya apa ya",Negatif
Coutryballs WW2,2,2023-04-10 13:53:23,Eh gua juag Mau dwonload tapi pas gua dwonload Memori nya penuh padahal Memori nya kosong🗿,Negatif
moses handoyo,5,2023-04-18 06:03:37,Bagus si gamenya,Positif
Rathiel Lolawesome,2,2023-04-14 01:03:39,Tolong perbaiki ya jaringannya,Negatif
Najwa Ameera,5,2023-07-15 09:19:46,Cakep banget dehh lucukk lagi sumpah 5 bintang buat nih game!!,Positif
helmi maulana,4,2023-04-07 09:56:17,Masih bata2 di dalam game,Positif
Muhammad Aria Wijaya,5,2023-04-15 17:58:34,Game terbaik!,Positif
Fusni Muhammad,5,2023-04-06 18:39:53,Kenapa game ini mahal mb nya padahal ini impian aku mana cukup hb ssgini😔😔😔,Positif
Chipto Very,5,2023-04-08 08:14:50,"Good,, mengingat masa SMP",Positif
Saputra Rio,5,2023-04-13 15:36:56,Kenapa putus jaringan terus,Positif
Rizky Fathona Harianto,1,2023-04-06 14:38:23,"5x download, sampai 100% gagal.....",Negatif
Teuku Ardiansyah,5,2023-05-04 11:08:13,Petualangan yg menarik,Positif
Nur Janah,3,2023-06-27 08:26:24,Loding nya lama pas mau main ngeleg,
Moming Tuink,5,2023-04-05 17:10:48,Semoga game nya bagus ketimbang yang dulu2,Positif
Lutfy Lutfy,5,2023-04-15 13:19:58,"Bagus,dan mengasikkan",Positif
dendi nugraha,5,2023-04-08 01:52:18,Dari dulu senang main ro,Positif
pyro mancer,1,2023-04-07 02:27:44,topup terus gacha pet 50x dan gak dapat ssr satupun auto gw uninstall ini game,Negatif
Klya,5,2023-04-05 16:34:43,"Semoga Tidak Mengecewakan, Seperti Game Sebelumnya 😅☝🏻",Positif
Cahya Rifat,5,2023-04-10 04:34:00,Gamenya bagus,Positif
Randi thea,1,2023-04-07 13:22:49,Game ampas dah dwonlod nya juga gak bisa,Negatif
Aretha Vallery,5,2023-04-25 19:27:31,Aku kasih no lima bagus sih tapi maunya gerejanya di hilngkan karna orang Islam jadi terhina tapi nggak papa gerejanya dihapus aja yah 😥🥲,Positif
Gabut Channel Oficial,1,2023-04-08 22:38:51,Ko setak Mulu ya min baru aja main padahal ram 8gb,Negatif
Nella K,1,2023-04-09 03:04:56,Dasar game sampah udah buang² waktu sampe kuota aku habis dasar game gk guna,Negatif
NB_craft Craft,5,2023-04-08 17:04:34,gamenya bagussih cuma sedikit ngefrem,Positif
Indrow Maul,5,2023-04-07 22:45:24,Akhirnya rilis juga di play store,Positif
Muhamad Yusuf (Yose),4,2023-04-11 23:01:14,4⭐ dulu coz masih mencoba,Positif
Raindy Tan,5,2023-04-12 18:45:21,Sejauh ini si nyaman...,Positif
Darma Kurnia,5,2023-05-01 00:31:46,"Game Bagus, semoga gamenya terus eksis..",Positif
WAN !!,1,2023-04-17 05:57:24,Game kebesaran datanya hp ku aja gk bisa donload,Negatif
Ryon Gaming,5,2023-04-07 04:39:11,Tutorial sama code redeem ada di yt saia,Positif
Ryan Abizz,1,2023-06-21 02:43:59,"apk berat buat hp, khusus buat pc",Negatif
TEGAR ARLAN CAHYA PRATAMA,1,2023-07-11 01:37:06,Tidak bisa masuk server dah lama nungguin download,Negatif
Heri Yanto,3,2023-05-10 11:12:40,Jujur main 10menit hp panas... Aku kira size ny kecil ... Maaf gak jadi main takut hp rusak,
Khairil Sani I,4,2023-05-09 21:28:39,Keren tpi ngeleg di ram 4 :),Positif
Rizka Maulana,5,2023-05-14 00:16:39,Masih ramah utk F2P,Positif
zidanmuholafhatulfadilah zidanmuholafhatulfadilah,3,2023-04-24 13:20:57,Aku kasih rating bintang 3 Karena hp ku gak terlalu kuat mendingan kurangngi Mb nya,
Sontaria Manurung,1,2023-08-26 13:05:07,saya beri ulasan padahal saya ga pernah coba game ini atau install sungguh hebat,Negatif
Billy Dhee,5,2023-04-07 07:17:12,MANTAP MESKIPUN SY SERING FORCE CLOSE,Positif
Rahmat Andriyansyah,5,2023-04-05 17:28:02,Ini diaaaa yang digunakan tunggu tunggu,Positif
XqiwX “qiw” Gaming,1,2023-04-09 05:47:40,bikin panas hp parah,Negatif
Randi Kurniawan,1,2023-05-07 12:13:24,"Game dongo berat doang, ngebug mulu ngfreeze cacaat",Negatif
Panas Dalam,5,2023-06-30 00:39:00,Instagram apakah aku gak bakal aku suka main tapi pakai kali aku suka 🤩,Positif
Fahrul Chanel,5,2023-04-11 19:21:30,Tolong donk Odin blessing exp d tambah 250 buat f2p,Positif
Moreno Agusta,5,2023-04-09 07:00:30,Mudah2an F2P bisa hidup,Positif
Joe Jodi,5,2023-04-09 22:14:57,Sudah 100% bisa,Positif
Muhammad Imam Zarkasyi,2,2023-06-23 06:34:03,TOLONG NIH SISTEM TOLOL HELHEIM STAGE 80 SEMENTARA BAGI YG F2P EQUIPMENT MASIH LOW GRADE GMNA SIH LEVEL 77 STAGE 80 GMNA INI DARI KEMAREN HELHEIM SUSAH SUSAH,Negatif
Meztanov Gruduk,5,2023-07-05 12:58:01,Sering terputus dr server,Positif
Heri Widodo,5,2023-06-09 23:55:36,yang lain bintang 1 gua bintang 5.,Positif
Dian ari Saputra,5,2023-07-15 12:46:52,Sudah jatuh cinta sama ragnarok,Positif
Andika Pratama,1,2023-07-07 20:43:30,kok gagal download,Negatif
budianto kapin,1,2023-07-11 22:59:10,Hadiah level rendah,Negatif
Wahono No,3,2023-04-11 06:44:20,Game nya bagus tapi jelek dah itu aja,
Alex Setiawan,5,2023-04-15 17:20:14,Membuat percakapan didepan dan mutu kuwalitas harap masukan dulu bisa dikerjakan mau danau arti jelas nyakonsultasi penipuan bagus bila dilihat atas nya taksi tentang itu,Positif
Abdul Sopandi,1,2023-04-05 16:35:54,Lah ko ga bisa di donlod udah nunggu lama kuota sekarat udah 100 padahal kenapa astaghfirullah,Negatif
Intan Sasabila,2,2023-05-04 12:20:31,Permainan ini agak seru tapi gk seseru yg ku kira jadi aku kasi bintang ☆☆,Negatif
Roni Sumarsaid,5,2023-08-30 10:00:24,Game MMORPG terbaik yg pernah dimainkan...,Positif
Mohammad Rafi,5,2023-08-30 00:39:30,"Seru, menghibur, rumit, pokoknya top",Positif
Purwanto SESy,2,2023-04-19 15:45:31,Trs sebaiknya aq download gak? Kok baca komentar kurang yakin. Pdhl udh daftar dr awal tp baru sempat mau download.,Negatif
MAULANA ICHSAR RIQOBA,5,2023-04-05 17:13:33,Aplikasi tidak dapat di instal padahal perangkat mendukung untuk aplikasi ini,Positif
rizki yulistyawan,5,2023-04-28 18:33:06,Bagus n gampang,Positif
Way Jr,1,2023-04-30 15:21:40,Cape cape download. Malah disuruh ulang lgi.. gk jelas,Negatif
Kiki Rizki,5,2023-04-08 15:56:31,Bikin banyakin LG gratisannya wkwk,Positif
Dens Bins,5,2023-08-14 14:52:47,Gamenya seru,Positif
daud kamal malik,5,2023-08-15 22:57:11,Main aja dulu,Positif
Aldi Bayu,5,2023-04-06 05:24:03,Gamenya seruu banget,Positif
Thabita kumala,5,2023-04-20 04:18:40,Game nya bgus~,Positif
Binsar Carlos,1,2023-08-27 15:54:06,RO terburuk yg pernah dicinstall lag panas gajelas stuck loading,Negatif
Yogi Junaedi Gupa,1,2023-04-13 14:41:31,Kirain ramah hp Ketang ehh fream banget dan panas jadi gak dulu deh b5⭐ nya,Negatif
Pause Down,5,2023-04-15 03:07:39,Ok nice dah di maintenance servernya,Positif
Yadi DropDead,2,2023-05-26 14:36:16,Oy knp nh stiap mw main FC mulu dah,Negatif
